date,availability
2024-11-01,"IntervalTree([Interval(datetime.datetime(2024, 11, 1, 9, 0), datetime.datetime(2024, 11, 1, 12, 0)), Interval(datetime.datetime(2024, 11, 1, 13, 0), datetime.datetime(2024, 11, 1, 18, 0))])"
